Ticket_ID,Customer_Age,Customer_Gender,Date_of_Purchase,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Resolution_Hours
3737,33,Male,01-10-2020,Refund request,Open,Medium,Social media,,,,
3738,52,Female,26-11-2020,Cancellation request,Open,Critical,Social media,,,,
3739,67,Female,18-08-2020,Product inquiry,Closed,Low,Email,01-06-2023 21:32,01-06-2023 21:31,1,-0.02
3740,59,Female,30-12-2021,Billing inquiry,Pending Customer Response,Medium,Phone,01-06-2023 16:27,,,
3741,18,Female,20-07-2021,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 12:39,,,
3742,52,Male,06-08-2020,Product inquiry,Open,Low,Chat,,,,
3743,38,Other,30-10-2021,Technical issue,Pending Customer Response,Critical,Phone,01-06-2023 4:55,,,
3744,35,Female,23-06-2021,Refund request,Closed,Low,Chat,01-06-2023 19:35,01-06-2023 7:11,3,-12.4
3745,70,Other,17-09-2020,Cancellation request,Closed,Low,Phone,01-06-2023 18:17,01-06-2023 7:53,3,-10.4
3746,63,Female,28-09-2020,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 17:37,,,
3747,45,Male,14-02-2020,Product inquiry,Open,Low,Chat,,,,
3748,67,Other,10-09-2020,Product inquiry,Closed,High,Phone,01-06-2023 1:11,01-06-2023 20:17,2,19.1
3749,53,Female,22-10-2021,Billing inquiry,Pending Customer Response,High,Email,01-06-2023 3:26,,,
3750,67,Other,11-12-2021,Cancellation request,Closed,Critical,Email,01-06-2023 21:20,01-06-2023 15:44,5,-5.6
3751,24,Female,24-11-2020,Billing inquiry,Closed,Critical,Social media,01-06-2023 11:20,31-05-2023 23:13,1,-12.12
3752,63,Other,28-09-2021,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 2:48,,,
3753,28,Male,09-05-2020,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 0:35,,,
3754,40,Male,28-07-2021,Technical issue,Open,High,Social media,,,,
3755,49,Male,22-02-2021,Technical issue,Pending Customer Response,Low,Social media,01-06-2023 14:23,,,
3756,50,Other,14-08-2021,Billing inquiry,Pending Customer Response,High,Chat,01-06-2023 4:36,,,
3757,39,Other,28-02-2020,Billing inquiry,Open,Medium,Phone,,,,
3758,53,Female,26-02-2020,Billing inquiry,Pending Customer Response,High,Email,01-06-2023 2:01,,,
3759,25,Female,29-08-2020,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 19:04,,,
3760,29,Other,03-12-2020,Billing inquiry,Closed,Critical,Email,01-06-2023 3:31,01-06-2023 7:58,4,4.45
3761,52,Other,20-06-2021,Billing inquiry,Pending Customer Response,Critical,Chat,01-06-2023 3:30,,,
3762,18,Other,04-07-2020,Billing inquiry,Open,High,Social media,,,,
3763,53,Female,21-07-2020,Technical issue,Closed,High,Phone,01-06-2023 11:35,01-06-2023 11:59,1,0.4
3764,49,Female,31-08-2020,Billing inquiry,Open,Critical,Chat,,,,
3765,44,Male,14-01-2021,Technical issue,Pending Customer Response,Critical,Chat,01-06-2023 7:11,,,
3766,69,Male,03-10-2021,Billing inquiry,Closed,Medium,Social media,01-06-2023 5:47,01-06-2023 21:47,2,16
3767,64,Other,05-09-2021,Cancellation request,Open,Low,Phone,,,,
3768,38,Male,25-01-2021,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 0:14,,,
3769,53,Male,05-07-2021,Technical issue,Open,High,Phone,,,,
3770,67,Female,16-09-2020,Refund request,Closed,High,Chat,01-06-2023 9:20,01-06-2023 20:22,3,11.03
3771,40,Female,25-11-2021,Technical issue,Closed,High,Email,01-06-2023 3:33,01-06-2023 7:42,2,4.15
3772,26,Female,07-09-2021,Cancellation request,Pending Customer Response,Medium,Chat,01-06-2023 9:43,,,
3773,46,Male,20-02-2020,Billing inquiry,Closed,High,Chat,01-06-2023 23:02,01-06-2023 13:54,5,-9.13
3774,67,Female,14-01-2021,Product inquiry,Closed,Medium,Social media,01-06-2023 21:06,01-06-2023 18:52,2,-2.23
3775,35,Male,28-07-2021,Cancellation request,Pending Customer Response,High,Social media,01-06-2023 2:05,,,
3776,23,Other,01-07-2021,Refund request,Open,High,Phone,,,,
3777,44,Female,02-08-2020,Product inquiry,Open,High,Social media,,,,
3778,48,Male,26-04-2021,Cancellation request,Open,High,Email,,,,
3779,26,Male,10-10-2020,Billing inquiry,Open,High,Email,,,,
3780,65,Other,03-10-2021,Technical issue,Open,Low,Email,,,,
3781,35,Female,16-05-2020,Technical issue,Pending Customer Response,Low,Chat,01-06-2023 7:13,,,
3782,18,Female,21-07-2020,Billing inquiry,Closed,Medium,Email,01-06-2023 10:49,01-06-2023 5:47,3,-5.03
3783,56,Male,11-03-2020,Cancellation request,Open,Low,Social media,,,,
3784,58,Other,13-09-2020,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 8:14,,,
3785,28,Female,05-06-2020,Product inquiry,Pending Customer Response,High,Social media,01-06-2023 4:16,,,
3786,62,Female,02-12-2021,Product inquiry,Open,Critical,Phone,,,,
3787,58,Other,22-02-2020,Product inquiry,Closed,Medium,Social media,01-06-2023 17:45,01-06-2023 2:45,2,-15
3788,62,Male,18-02-2020,Product inquiry,Pending Customer Response,Low,Email,01-06-2023 14:55,,,
3789,64,Female,25-07-2020,Cancellation request,Closed,Medium,Chat,01-06-2023 21:26,01-06-2023 0:01,4,-21.42
3790,54,Male,10-03-2020,Product inquiry,Closed,Low,Chat,01-06-2023 18:45,01-06-2023 17:18,2,-1.45
3791,69,Male,02-01-2021,Cancellation request,Closed,Critical,Email,01-06-2023 3:44,01-06-2023 14:49,4,11.08
3792,42,Other,21-04-2020,Refund request,Open,Low,Social media,,,,
3793,55,Female,25-04-2021,Refund request,Closed,High,Social media,01-06-2023 17:25,01-06-2023 9:40,3,-7.75
3794,20,Female,13-11-2020,Cancellation request,Open,High,Email,,,,
3795,24,Male,10-05-2021,Product inquiry,Closed,Low,Phone,01-06-2023 3:36,01-06-2023 8:03,1,4.45
3796,59,Other,19-07-2020,Billing inquiry,Closed,Medium,Chat,01-06-2023 6:56,01-06-2023 20:13,1,13.28
3797,56,Male,17-10-2020,Product inquiry,Open,Low,Phone,,,,
3798,70,Male,14-12-2021,Refund request,Open,Medium,Chat,,,,
3799,34,Female,25-05-2020,Cancellation request,Closed,Low,Chat,01-06-2023 0:47,01-06-2023 8:19,2,7.53
3800,18,Other,12-01-2021,Product inquiry,Closed,High,Email,01-06-2023 19:48,01-06-2023 8:31,4,-11.28
3801,59,Male,09-09-2020,Billing inquiry,Pending Customer Response,Critical,Chat,01-06-2023 16:04,,,
3802,69,Female,13-03-2021,Refund request,Open,High,Chat,,,,
3803,43,Other,01-11-2020,Refund request,Pending Customer Response,Low,Email,01-06-2023 11:33,,,
3804,33,Other,24-05-2021,Product inquiry,Pending Customer Response,Critical,Email,01-06-2023 10:17,,,
3805,52,Female,13-02-2021,Technical issue,Pending Customer Response,Critical,Phone,01-06-2023 7:39,,,
3806,19,Other,23-04-2020,Billing inquiry,Closed,Low,Social media,01-06-2023 13:19,01-06-2023 5:18,1,-8.02
3807,27,Other,02-11-2021,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 7:45,,,
3808,41,Female,03-01-2021,Cancellation request,Open,Critical,Email,,,,
3809,24,Male,22-04-2020,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 13:25,,,
3810,44,Male,11-02-2021,Cancellation request,Open,Critical,Email,,,,
3811,66,Female,12-07-2021,Product inquiry,Closed,Critical,Social media,01-06-2023 20:51,01-06-2023 9:48,1,-11.05
3812,66,Female,22-08-2021,Product inquiry,Open,Critical,Social media,,,,
3813,46,Male,17-02-2020,Billing inquiry,Open,High,Phone,,,,
3814,48,Male,13-04-2020,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 15:27,,,
3815,62,Male,27-09-2021,Billing inquiry,Open,Critical,Chat,,,,
3816,58,Female,21-08-2021,Product inquiry,Closed,High,Chat,01-06-2023 14:10,01-06-2023 3:37,1,-10.55
3817,63,Female,07-07-2021,Product inquiry,Open,Medium,Email,,,,
3818,50,Male,08-02-2020,Refund request,Pending Customer Response,High,Chat,01-06-2023 22:59,,,
3819,25,Other,15-12-2021,Technical issue,Pending Customer Response,Critical,Chat,01-06-2023 6:43,,,
3820,52,Other,13-10-2020,Billing inquiry,Closed,High,Phone,01-06-2023 7:55,01-06-2023 6:24,2,-1.52
3821,66,Other,27-03-2021,Cancellation request,Open,High,Chat,,,,
3822,18,Other,26-08-2020,Cancellation request,Closed,Low,Chat,01-06-2023 18:55,01-06-2023 22:35,3,3.67
3823,45,Female,29-11-2020,Refund request,Open,Critical,Phone,,,,
3824,70,Other,09-03-2020,Billing inquiry,Open,Low,Social media,,,,
3825,31,Other,16-08-2021,Technical issue,Closed,Low,Phone,01-06-2023 20:27,01-06-2023 7:38,2,-12.82
3826,57,Female,15-08-2020,Refund request,Open,Critical,Chat,,,,
3827,32,Female,11-01-2020,Billing inquiry,Closed,Critical,Chat,01-06-2023 2:45,01-06-2023 17:42,3,14.95
3828,62,Female,28-02-2021,Refund request,Closed,High,Phone,01-06-2023 11:18,01-06-2023 1:08,3,-10.17
3829,32,Male,16-01-2021,Refund request,Pending Customer Response,Medium,Social media,01-06-2023 10:38,,,
3830,35,Male,03-04-2020,Billing inquiry,Closed,High,Email,01-06-2023 1:33,01-06-2023 14:26,5,12.88
3831,63,Male,01-04-2021,Billing inquiry,Closed,Low,Chat,01-06-2023 6:56,01-06-2023 14:16,5,7.33
3832,45,Female,17-03-2021,Technical issue,Open,High,Social media,,,,
3833,59,Female,13-11-2021,Cancellation request,Closed,Medium,Chat,01-06-2023 20:51,01-06-2023 12:34,2,-8.28
3834,43,Other,17-01-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 6:08,01-06-2023 13:02,1,6.9
3835,27,Female,11-12-2020,Refund request,Closed,Low,Phone,01-06-2023 11:33,01-06-2023 11:52,3,0.32
3836,40,Other,15-07-2021,Technical issue,Pending Customer Response,Critical,Chat,01-06-2023 19:54,,,
3837,23,Male,03-01-2021,Refund request,Closed,Medium,Email,01-06-2023 19:04,01-06-2023 1:29,2,-17.58
3838,46,Other,18-04-2021,Refund request,Open,High,Chat,,,,
3839,65,Female,09-12-2021,Billing inquiry,Open,High,Social media,,,,
3840,44,Female,19-08-2020,Technical issue,Pending Customer Response,Low,Chat,01-06-2023 11:56,,,
3841,21,Female,01-08-2021,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 17:53,,,
3842,62,Male,21-11-2021,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 17:35,,,
3843,20,Female,06-01-2021,Billing inquiry,Open,High,Email,,,,
3844,55,Other,31-08-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 4:58,01-06-2023 18:01,3,13.05
3845,32,Male,24-10-2021,Cancellation request,Closed,Medium,Email,01-06-2023 8:16,01-06-2023 17:25,3,9.15
3846,37,Male,13-07-2021,Refund request,Open,Medium,Phone,,,,
3847,31,Other,05-03-2021,Cancellation request,Open,High,Chat,,,,
3848,31,Female,19-06-2020,Technical issue,Closed,Critical,Email,01-06-2023 15:32,01-06-2023 2:44,3,-12.8
3849,55,Male,24-10-2021,Product inquiry,Open,High,Phone,,,,
3850,18,Female,08-06-2021,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 6:18,,,
3851,42,Female,21-10-2020,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 13:18,,,
3852,40,Male,22-12-2021,Refund request,Closed,High,Email,01-06-2023 1:25,01-06-2023 9:03,4,7.63
3853,41,Other,29-01-2021,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 7:02,,,
3854,41,Male,25-09-2020,Product inquiry,Closed,Low,Chat,01-06-2023 1:53,01-06-2023 4:59,2,3.1
3855,53,Male,13-10-2021,Billing inquiry,Open,Critical,Chat,,,,
3856,42,Other,23-04-2021,Refund request,Open,Critical,Chat,,,,
3857,67,Male,08-12-2021,Refund request,Open,Medium,Chat,,,,
3858,51,Male,17-01-2020,Cancellation request,Pending Customer Response,High,Social media,31-05-2023 23:55,,,
3859,67,Other,18-10-2020,Cancellation request,Closed,Medium,Email,01-06-2023 7:07,01-06-2023 8:38,3,1.52
3860,46,Other,21-04-2020,Refund request,Closed,High,Email,01-06-2023 19:18,01-06-2023 3:42,2,-15.6
3861,65,Male,14-06-2021,Product inquiry,Closed,Critical,Social media,01-06-2023 7:11,01-06-2023 0:34,2,-6.62
3862,55,Female,14-05-2021,Cancellation request,Open,Medium,Phone,,,,
3863,34,Other,23-05-2021,Refund request,Closed,Critical,Phone,01-06-2023 15:21,01-06-2023 10:14,2,-5.12
3864,18,Female,09-07-2021,Technical issue,Closed,Low,Social media,01-06-2023 5:24,01-06-2023 12:27,2,7.05
3865,50,Other,09-03-2021,Billing inquiry,Open,Critical,Email,,,,
3866,55,Male,17-03-2020,Refund request,Pending Customer Response,High,Phone,01-06-2023 6:20,,,
3867,33,Male,18-09-2020,Cancellation request,Closed,Low,Social media,01-06-2023 15:49,01-06-2023 13:51,2,-1.97
3868,44,Female,04-07-2020,Billing inquiry,Closed,Medium,Phone,01-06-2023 10:04,01-06-2023 12:11,4,2.12
3869,32,Female,23-05-2021,Refund request,Open,High,Social media,,,,
3870,65,Male,02-10-2020,Product inquiry,Pending Customer Response,Low,Email,01-06-2023 9:38,,,
3871,51,Other,25-02-2020,Billing inquiry,Closed,Critical,Chat,01-06-2023 16:23,01-06-2023 7:04,5,-9.32
3872,24,Female,11-07-2020,Cancellation request,Open,Low,Phone,,,,
3873,36,Other,25-10-2021,Billing inquiry,Closed,Medium,Email,01-06-2023 17:34,01-06-2023 17:22,2,-0.2
3874,50,Female,10-08-2021,Billing inquiry,Open,Low,Email,,,,
3875,70,Female,16-04-2020,Billing inquiry,Closed,Low,Email,01-06-2023 9:48,01-06-2023 4:17,4,-5.52
3876,18,Male,08-06-2021,Technical issue,Open,Low,Social media,,,,
3877,53,Female,24-09-2020,Product inquiry,Closed,Critical,Email,01-06-2023 7:08,01-06-2023 16:32,1,9.4
3878,70,Male,24-07-2020,Product inquiry,Open,Critical,Chat,,,,
3879,31,Male,12-10-2020,Product inquiry,Pending Customer Response,Critical,Phone,01-06-2023 2:09,,,
3880,53,Male,06-06-2021,Refund request,Open,Critical,Chat,,,,
3881,18,Female,01-09-2021,Product inquiry,Open,Low,Phone,,,,
3882,49,Female,02-01-2020,Refund request,Closed,High,Chat,01-06-2023 11:24,01-06-2023 6:26,5,-4.97
3883,53,Other,13-04-2021,Cancellation request,Pending Customer Response,Low,Social media,01-06-2023 3:18,,,
3884,20,Female,16-02-2020,Cancellation request,Open,Medium,Phone,,,,
3885,56,Female,17-11-2020,Product inquiry,Pending Customer Response,High,Social media,01-06-2023 19:10,,,
3886,62,Other,17-02-2021,Cancellation request,Open,Medium,Email,,,,
3887,20,Female,28-07-2020,Cancellation request,Open,Low,Social media,,,,
3888,62,Male,29-01-2020,Refund request,Closed,Low,Email,01-06-2023 16:59,01-06-2023 11:30,2,-5.48
3889,69,Female,28-08-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 2:25,01-06-2023 17:00,4,14.58
3890,25,Other,18-01-2020,Billing inquiry,Closed,Medium,Email,01-06-2023 17:54,01-06-2023 23:08,1,5.23
3891,42,Female,06-04-2021,Product inquiry,Pending Customer Response,High,Email,01-06-2023 4:48,,,
3892,43,Female,21-08-2020,Refund request,Closed,Medium,Email,31-05-2023 23:24,01-06-2023 2:12,1,2.8
3893,39,Male,26-03-2021,Technical issue,Pending Customer Response,Critical,Social media,01-06-2023 12:28,,,
3894,68,Male,03-11-2021,Refund request,Closed,Critical,Email,01-06-2023 12:04,01-06-2023 11:59,4,-0.08
3895,35,Other,15-01-2021,Billing inquiry,Open,Critical,Phone,,,,
3896,49,Other,13-08-2021,Product inquiry,Closed,High,Email,01-06-2023 7:37,31-05-2023 23:23,4,-8.23
3897,30,Male,13-01-2020,Billing inquiry,Open,High,Email,,,,
3898,63,Other,10-06-2020,Technical issue,Closed,Medium,Social media,01-06-2023 10:42,01-06-2023 5:05,1,-5.62
3899,60,Male,27-05-2020,Technical issue,Pending Customer Response,Low,Phone,01-06-2023 18:21,,,
3900,24,Other,17-08-2020,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 0:48,,,
3901,53,Female,18-04-2021,Product inquiry,Open,Medium,Social media,,,,
3902,68,Female,21-10-2020,Refund request,Pending Customer Response,High,Email,01-06-2023 8:57,,,
3903,51,Male,10-02-2020,Refund request,Open,Critical,Phone,,,,
3904,70,Female,29-11-2021,Technical issue,Closed,Critical,Email,01-06-2023 12:34,01-06-2023 10:22,1,-2.2
3905,51,Other,03-10-2020,Cancellation request,Pending Customer Response,Critical,Chat,01-06-2023 16:02,,,
3906,39,Female,17-01-2021,Product inquiry,Closed,Critical,Email,01-06-2023 18:15,01-06-2023 2:59,4,-15.27
3907,68,Other,31-01-2020,Technical issue,Closed,Critical,Social media,01-06-2023 10:13,01-06-2023 18:03,5,7.83
3908,68,Female,30-08-2020,Product inquiry,Open,High,Chat,,,,
3909,61,Male,11-03-2021,Technical issue,Closed,High,Social media,01-06-2023 2:38,01-06-2023 7:43,1,5.08
3910,59,Male,26-08-2021,Refund request,Closed,High,Social media,01-06-2023 22:15,01-06-2023 19:35,1,-2.67
3911,18,Male,09-02-2021,Billing inquiry,Closed,Critical,Chat,01-06-2023 5:36,01-06-2023 1:20,5,-4.27
3912,48,Female,04-04-2021,Product inquiry,Open,Low,Chat,,,,
3913,60,Female,30-01-2020,Product inquiry,Closed,High,Email,01-06-2023 18:52,01-06-2023 20:24,5,1.53
3914,36,Female,31-03-2021,Technical issue,Closed,High,Social media,01-06-2023 1:58,01-06-2023 8:58,3,7
3915,63,Other,08-02-2020,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 20:03,,,
3916,36,Other,10-12-2020,Product inquiry,Open,Low,Phone,,,,
3917,65,Other,31-07-2020,Technical issue,Closed,Critical,Email,01-06-2023 5:40,01-06-2023 14:36,4,8.93
3918,18,Male,10-02-2020,Refund request,Closed,Medium,Chat,01-06-2023 11:14,01-06-2023 3:07,1,-8.12
3919,56,Other,20-04-2020,Cancellation request,Open,High,Chat,,,,
3920,48,Male,25-09-2020,Billing inquiry,Closed,Medium,Phone,01-06-2023 16:58,01-06-2023 6:18,3,-10.67
3921,68,Other,18-07-2021,Cancellation request,Open,Medium,Social media,,,,
3922,36,Female,18-02-2021,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 19:38,,,
3923,31,Other,23-08-2020,Cancellation request,Pending Customer Response,Low,Phone,01-06-2023 10:42,,,
3924,49,Female,25-06-2021,Product inquiry,Open,Medium,Phone,,,,
3925,62,Male,01-07-2020,Cancellation request,Pending Customer Response,Medium,Social media,01-06-2023 7:36,,,
3926,67,Other,12-01-2021,Refund request,Pending Customer Response,Low,Chat,01-06-2023 22:27,,,
3927,20,Other,15-08-2020,Technical issue,Closed,Critical,Social media,01-06-2023 5:47,01-06-2023 11:36,3,5.82
3928,39,Male,08-12-2020,Refund request,Pending Customer Response,Low,Email,01-06-2023 11:17,,,
3929,63,Other,25-07-2020,Product inquiry,Pending Customer Response,Low,Chat,01-06-2023 11:12,,,
3930,64,Other,29-10-2021,Billing inquiry,Open,Critical,Email,,,,
3931,31,Female,12-03-2021,Cancellation request,Open,Low,Chat,,,,
3932,60,Male,14-08-2021,Technical issue,Closed,High,Phone,01-06-2023 7:11,01-06-2023 11:11,5,4
3933,65,Other,05-10-2020,Billing inquiry,Open,High,Chat,,,,
3934,26,Other,13-05-2021,Technical issue,Pending Customer Response,Medium,Email,01-06-2023 9:33,,,
3935,49,Female,10-10-2020,Cancellation request,Pending Customer Response,Medium,Social media,01-06-2023 8:08,,,
3936,53,Female,20-04-2020,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 16:25,,,
3937,35,Other,23-09-2020,Product inquiry,Pending Customer Response,High,Social media,01-06-2023 15:15,,,
3938,41,Other,03-10-2020,Product inquiry,Closed,Medium,Chat,01-06-2023 14:18,01-06-2023 7:14,2,-7.07
3939,39,Male,28-09-2020,Cancellation request,Open,High,Phone,,,,
3940,50,Other,08-06-2020,Refund request,Closed,Critical,Chat,01-06-2023 10:21,01-06-2023 13:49,4,3.47
3941,37,Male,24-10-2020,Refund request,Open,Low,Email,,,,
3942,59,Male,13-04-2021,Technical issue,Closed,High,Email,01-06-2023 7:08,01-06-2023 14:17,4,7.15
3943,45,Male,08-06-2021,Billing inquiry,Pending Customer Response,Critical,Email,01-06-2023 8:49,,,
3944,65,Male,14-03-2020,Refund request,Closed,High,Social media,01-06-2023 4:24,01-06-2023 21:39,4,17.25
3945,41,Male,23-05-2020,Cancellation request,Closed,Critical,Social media,01-06-2023 23:08,01-06-2023 4:14,5,-18.9
3946,44,Male,26-03-2020,Product inquiry,Closed,High,Phone,01-06-2023 3:33,01-06-2023 16:18,3,12.75
3947,54,Female,02-06-2021,Billing inquiry,Closed,High,Social media,01-06-2023 6:39,01-06-2023 9:28,5,2.82
3948,53,Female,15-04-2021,Billing inquiry,Open,Medium,Email,,,,
3949,20,Female,24-07-2021,Refund request,Closed,High,Email,01-06-2023 17:07,01-06-2023 7:07,4,-10
3950,63,Other,28-07-2021,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 23:00,,,
3951,52,Other,26-01-2021,Technical issue,Closed,Medium,Phone,01-06-2023 9:33,01-06-2023 16:38,4,7.08
3952,66,Male,11-05-2021,Cancellation request,Open,Medium,Chat,,,,
3953,59,Other,13-01-2021,Refund request,Pending Customer Response,Medium,Social media,01-06-2023 6:31,,,
3954,25,Male,22-10-2020,Refund request,Open,Medium,Phone,,,,
3955,58,Male,07-09-2021,Refund request,Closed,High,Social media,01-06-2023 1:30,01-06-2023 3:30,2,2
3956,66,Other,30-09-2021,Billing inquiry,Pending Customer Response,Medium,Social media,01-06-2023 12:32,,,
3957,42,Female,16-07-2021,Billing inquiry,Open,High,Chat,,,,
3958,44,Male,26-11-2020,Refund request,Closed,High,Email,01-06-2023 11:18,01-06-2023 3:58,1,-7.33
3959,55,Male,04-01-2020,Cancellation request,Open,Low,Chat,,,,
3960,64,Male,07-06-2021,Product inquiry,Open,Critical,Phone,,,,
3961,61,Male,01-09-2021,Cancellation request,Closed,Critical,Social media,01-06-2023 13:58,01-06-2023 22:18,2,8.33
3962,30,Other,05-01-2020,Technical issue,Open,Medium,Social media,,,,
3963,34,Other,05-09-2021,Technical issue,Open,Low,Social media,,,,
3964,56,Male,09-07-2021,Billing inquiry,Open,Critical,Phone,,,,
3965,50,Other,23-12-2021,Billing inquiry,Pending Customer Response,Low,Social media,01-06-2023 19:44,,,
3966,46,Other,09-04-2021,Refund request,Closed,High,Phone,31-05-2023 23:36,01-06-2023 2:00,5,2.4
3967,55,Male,05-07-2020,Refund request,Closed,Critical,Phone,31-05-2023 23:49,01-06-2023 13:08,2,13.32
3968,56,Other,07-01-2021,Product inquiry,Closed,Medium,Chat,01-06-2023 5:44,01-06-2023 4:15,3,-1.48
3969,56,Female,20-10-2020,Technical issue,Closed,Medium,Email,01-06-2023 13:50,01-06-2023 12:34,2,-1.27
3970,44,Female,08-09-2020,Cancellation request,Closed,Critical,Chat,01-06-2023 13:35,01-06-2023 18:41,1,5.1
3971,38,Other,30-04-2021,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 2:50,,,
3972,65,Female,12-02-2020,Billing inquiry,Open,Medium,Phone,,,,
3973,36,Female,16-07-2021,Refund request,Open,Critical,Social media,,,,
3974,30,Female,17-05-2021,Cancellation request,Open,Critical,Chat,,,,
3975,50,Other,27-07-2021,Product inquiry,Pending Customer Response,High,Chat,01-06-2023 14:18,,,
3976,45,Other,21-10-2020,Billing inquiry,Closed,Medium,Social media,01-06-2023 14:44,01-06-2023 10:19,2,-4.42
3977,45,Other,13-11-2021,Refund request,Closed,Medium,Phone,01-06-2023 12:22,01-06-2023 14:25,2,2.05
3978,50,Female,24-02-2020,Refund request,Open,High,Phone,,,,
3979,49,Male,01-11-2021,Billing inquiry,Open,Critical,Email,,,,
3980,27,Male,10-05-2020,Refund request,Closed,High,Social media,01-06-2023 7:52,01-06-2023 2:35,3,-5.28
3981,44,Other,13-12-2021,Cancellation request,Closed,High,Chat,01-06-2023 1:25,01-06-2023 19:25,3,18
3982,18,Male,24-02-2020,Technical issue,Pending Customer Response,Medium,Phone,01-06-2023 18:27,,,
3983,62,Other,19-04-2020,Billing inquiry,Pending Customer Response,Critical,Email,01-06-2023 19:54,,,
3984,21,Male,06-10-2020,Technical issue,Open,Critical,Social media,,,,
3985,57,Male,20-08-2021,Product inquiry,Closed,Critical,Email,01-06-2023 6:10,01-06-2023 16:58,4,10.8
3986,52,Female,29-09-2021,Product inquiry,Open,High,Email,,,,
3987,29,Other,07-11-2020,Refund request,Open,Low,Chat,,,,
3988,25,Female,19-07-2021,Refund request,Closed,Critical,Social media,01-06-2023 8:46,01-06-2023 7:09,5,-1.62
3989,67,Female,09-11-2020,Billing inquiry,Open,Medium,Phone,,,,
3990,20,Female,05-03-2020,Product inquiry,Pending Customer Response,Critical,Phone,01-06-2023 8:05,,,
3991,47,Female,10-07-2021,Refund request,Pending Customer Response,High,Social media,01-06-2023 22:22,,,
3992,45,Male,01-08-2021,Billing inquiry,Closed,Low,Social media,01-06-2023 8:05,01-06-2023 0:43,1,-7.37
3993,42,Male,07-01-2020,Technical issue,Closed,Critical,Phone,01-06-2023 17:55,01-06-2023 1:27,1,-16.47
3994,61,Other,17-05-2020,Refund request,Open,Low,Phone,,,,
3995,51,Female,31-08-2020,Product inquiry,Open,Low,Phone,,,,
3996,33,Male,21-05-2021,Billing inquiry,Closed,Critical,Chat,01-06-2023 21:29,01-06-2023 14:07,4,-7.37
3997,43,Female,20-07-2021,Product inquiry,Closed,Critical,Chat,01-06-2023 10:21,01-06-2023 20:26,5,10.08
3998,64,Female,06-12-2021,Technical issue,Open,High,Social media,,,,
3999,45,Other,01-09-2021,Cancellation request,Closed,High,Chat,01-06-2023 21:13,31-05-2023 23:27,5,-21.77
4000,64,Male,29-04-2020,Refund request,Pending Customer Response,Low,Social media,01-06-2023 12:45,,,
4001,56,Female,08-05-2021,Refund request,Closed,Medium,Chat,01-06-2023 12:54,01-06-2023 5:20,4,-7.57
4002,64,Other,11-05-2020,Billing inquiry,Open,Critical,Social media,,,,
4003,39,Other,27-11-2021,Refund request,Closed,Medium,Phone,01-06-2023 2:38,01-06-2023 11:19,5,8.68
4004,37,Male,08-10-2021,Cancellation request,Pending Customer Response,Critical,Phone,01-06-2023 21:22,,,
4005,29,Female,29-01-2020,Technical issue,Closed,Critical,Email,01-06-2023 15:48,01-06-2023 1:27,2,-14.35
4006,55,Female,22-07-2021,Product inquiry,Closed,Low,Phone,01-06-2023 21:56,01-06-2023 18:22,3,-3.57
4007,31,Female,10-11-2020,Product inquiry,Pending Customer Response,Medium,Email,01-06-2023 1:53,,,
4008,40,Other,17-11-2021,Billing inquiry,Pending Customer Response,Medium,Phone,01-06-2023 8:34,,,
4009,56,Other,27-06-2021,Cancellation request,Pending Customer Response,Low,Social media,01-06-2023 20:52,,,
4010,29,Female,04-07-2020,Cancellation request,Open,Low,Phone,,,,
4011,52,Other,14-01-2021,Cancellation request,Pending Customer Response,Medium,Chat,01-06-2023 2:30,,,
4012,18,Other,02-03-2021,Billing inquiry,Closed,High,Phone,01-06-2023 6:32,01-06-2023 7:53,1,1.35
4013,64,Male,13-01-2020,Technical issue,Pending Customer Response,Medium,Chat,01-06-2023 16:38,,,
